actor,atk_margin,atk_overflow,atk_roll,atk_skill_before,atk_skill_gain,atk_xp,combat,def_margin,def_overflow,def_roll,def_skill_before,def_skill_gain,def_xp,defender,effect,effect_mag_after_ad,effect_tier,exchange,hp_after_actor,hp_after_defender,hp_damage,location_index,outcome,skill,tag_check,zone
Beta,,0,57,27,1,30,42,,0,46,32,0,14,Alpha,Inflict Injury,,,21,422,564,,,repeat,Attack,,
Beta,,0,35,26,0,9,42,,0,61,32,0,29,Alpha,Grappled,,,22,422,564,,,repeat,Grapple,,
Beta,,0,49,25,0,24,42,,0,33,32,0,1,Alpha,Prone,,,23,422,564,,,repeat,Trip,,
Beta,5,0,23,28,0,0,42,,25,100,32,2,68,Alpha,Disarm,,2,24,422,534,5,32,attacker-wins,Disarm,fail-and-fall-back,Torso
Beta,,0,83,27,2,56,42,,39,89,34,1,55,Alpha,Equipment Damage,,,25,422,495,,,repeat,Equipment Damage,,
Alpha,,0,47,27,0,20,42,,0,99,32,2,67,Beta,Inflict Injury,,,26,495,422,,,repeat,Attack,,
Alpha,11,0,16,27,0,0,42,8,0,26,34,0,0,Beta,Grappled,1,2,27,495,422,,61,attacker-wins,Grapple,pass,Arms
Alpha,,0,29,28,0,1,42,5,0,29,34,0,0,Beta,Prone,,,28,495,422,,,defender-wins,Trip,,
Alpha,8,0,19,27,0,0,42,,3,99,34,1,65,Beta,Disarm,,2,29,495,411,8,91,attacker-wins,Disarm,fail-and-fall-back,Head
Alpha,,0,97,26,2,71,42,,16,66,35,0,31,Beta,Equipment Damage,,,30,495,395,,,repeat,Equipment Damage,,
Beta,,0,50,28,0,22,42,,0,41,35,0,6,Alpha,Inflict Injury,,,31,395,495,,,repeat,Attack,,
Beta,,35,85,26,2,59,42,,0,63,35,0,28,Alpha,Grappled,,,32,360,495,,,repeat,Grapple,,
Beta,,19,69,25,1,44,42,,7,95,35,1,60,Alpha,Prone,,,33,341,488,,,repeat,Trip,,
Beta,,31,81,28,1,53,42,35,0,1,36,0,0,Alpha,Disarm,,,34,310,488,,,defender-wins,Disarm,,
Beta,,19,69,29,1,40,42,,0,49,36,0,13,Alpha,Equipment Damage,,,35,291,488,,,repeat,Equipment Damage,,
Alpha,,0,31,27,0,4,42,,7,57,35,0,22,Beta,Inflict Injury,,,36,488,284,,,repeat,Attack,,
Alpha,,0,46,27,0,19,42,,11,61,35,0,26,Beta,Grappled,,,37,488,273,,,repeat,Grapple,,
Alpha,,0,91,28,2,63,42,25,0,10,35,0,0,Beta,Prone,,,38,488,273,,,defender-wins,Trip,,
Alpha,,2,84,27,2,57,42,,0,87,35,1,52,Beta,Disarm,,,39,486,273,,,repeat,Disarm,,
Alpha,26,0,2,28,0,0,42,,0,41,36,0,5,Beta,Equipment Damage,,2,40,486,247,26,20,attacker-wins,Equipment Damage,fail-and-fall-back,Legs
Beta,,24,86,28,2,58,42,4,0,32,36,0,0,Alpha,Inflict Injury,,,41,223,486,,,defender-wins,Attack,,
Beta,,40,90,28,2,62,42,20,0,16,36,0,0,Alpha,Grappled,,,42,183,486,,,defender-wins,Grapple,,
Beta,,7,57,26,1,31,42,,0,78,36,1,42,Alpha,Prone,,,43,176,486,,,repeat,Trip,,
Beta,,18,68,29,1,39,42,32,0,5,37,0,0,Alpha,Disarm,,,44,158,486,,,defender-wins,Disarm,,
Beta,,41,91,30,2,61,42,,0,68,37,0,31,Alpha,Equipment Damage,,,45,117,486,,,repeat,Equipment Damage,,
Alpha,,0,93,27,2,66,42,,18,68,36,0,32,Beta,Inflict Injury,,,46,486,99,,,repeat,Attack,,
Alpha,,0,68,27,1,41,42,,2,52,36,0,16,Beta,Grappled,,,47,486,97,,,repeat,Grapple,,
Alpha,,0,39,30,0,9,42,31,0,5,36,0,0,Beta,Prone,,,48,486,97,,,defender-wins,Trip,,
Alpha,,0,69,29,1,40,42,,0,39,36,0,3,Beta,Disarm,,,49,486,97,,,repeat,Disarm,,
Alpha,,0,53,28,0,25,42,24,0,12,36,0,0,Beta,Equipment Damage,,,50,486,97,,,defender-wins,Equipment Damage,,
Beta,5,0,25,30,0,0,42,,0,40,37,0,3,Alpha,Inflict Injury,,,51,97,481,5,,attacker-wins,Attack,,
Beta,13,0,17,30,0,0,42,32,0,5,37,0,0,Alpha,Grappled,,,52,97,481,,,defender-wins,Grapple,,
Beta,,0,39,27,0,12,42,34,0,3,37,0,0,Alpha,Prone,,,53,97,481,,,defender-wins,Trip,,
Beta,,0,86,30,1,56,42,9,0,28,37,0,0,Alpha,Disarm,,,54,97,481,,,defender-wins,Disarm,,
Beta,,0,41,32,0,9,42,,0,41,37,0,4,Alpha,Equipment Damage,,,55,97,481,,,repeat,Equipment Damage,,
Alpha,13,0,16,29,0,0,42,8,0,28,36,0,0,Beta,Inflict Injury,,,56,481,92,5,,attacker-wins,Attack,,
Alpha,,0,97,28,2,69,42,,0,76,36,1,40,Beta,Grappled,,,57,481,92,,,repeat,Grapple,,
Alpha,1,0,29,30,0,0,42,14,0,23,37,0,0,Beta,Prone,,,58,481,92,,,defender-wins,Trip,,
Alpha,7,0,23,30,0,0,42,,0,58,37,0,21,Beta,Disarm,,2,59,481,85,7,32,attacker-wins,Disarm,fail-and-fall-back,Torso
Alpha,,0,83,28,1,55,42,,0,45,37,0,8,Beta,Equipment Damage,,,60,481,85,,,repeat,Equipment Damage,,
Beta,,0,82,30,1,52,42,,0,57,37,0,20,Alpha,Inflict Injury,,,61,85,481,,,repeat,Attack,,
Beta,,0,65,30,1,35,42,34,0,3,37,0,0,Alpha,Grappled,,,62,85,481,,,defender-wins,Grapple,,
Beta,,0,41,27,0,14,42,,0,95,37,1,58,Alpha,Prone,,,63,85,481,,,repeat,Trip,,
Beta,,0,34,31,0,3,42,,0,56,38,0,18,Alpha,Disarm,,,64,85,481,,,repeat,Disarm,,
Beta,,0,59,32,0,27,42,,0,47,38,0,9,Alpha,Equipment Damage,,,65,85,481,,,repeat,Equipment Damage,,
Alpha,,0,35,29,0,6,42,20,0,17,37,0,0,Beta,Inflict Injury,,,66,481,85,,,defender-wins,Attack,,
Alpha,,0,35,30,0,5,42,,0,40,37,0,3,Beta,Grappled,,,67,481,85,,,repeat,Grapple,,
Alpha,,0,43,30,0,13,42,,0,52,37,0,15,Beta,Prone,,,68,481,85,,,repeat,Trip,,
Alpha,11,0,19,30,0,0,42,32,0,5,37,0,0,Beta,Disarm,,,69,481,85,,,defender-wins,Disarm,,
Alpha,,0,78,29,1,49,42,6,0,31,37,0,0,Beta,Equipment Damage,,,70,481,85,,,defender-wins,Equipment Damage,,
Beta,,0,92,31,1,61,42,36,0,2,38,0,0,Alpha,Inflict Injury,,,71,85,481,,,defender-wins,Attack,,
Beta,,0,41,31,0,10,42,6,0,32,38,0,0,Alpha,Grappled,,,72,85,481,,,defender-wins,Grapple,,
Beta,,0,74,27,1,47,42,15,0,23,38,0,0,Alpha,Prone,,,73,85,481,,,defender-wins,Trip,,
Beta,,0,88,31,1,57,42,8,0,30,38,0,0,Alpha,Disarm,,,74,85,481,,,defender-wins,Disarm,,
Beta,10,0,22,32,0,0,42,,0,61,38,0,23,Alpha,Equipment Damage,,2,75,85,471,10,22,attacker-wins,Equipment Damage,fail-and-fall-back,Legs
Alpha,,0,86,29,1,57,42,4,0,33,37,0,0,Beta,Inflict Injury,,,76,471,85,,,defender-wins,Attack,,
Alpha,17,0,13,30,0,0,42,34,0,3,37,0,0,Beta,Grappled,,,77,471,85,,,defender-wins,Grapple,,
Alpha,,0,43,30,0,13,42,8,0,29,37,0,0,Beta,Prone,,,78,471,85,,,defender-wins,Trip,,
Alpha,,0,86,30,1,56,42,22,0,15,37,0,0,Beta,Disarm,,,79,471,85,,,defender-wins,Disarm,,
Alpha,,0,50,30,0,20,42,3,0,34,37,0,0,Beta,Equipment Damage,,,80,471,85,,,defender-wins,Equipment Damage,,
Beta,,0,63,32,0,31,42,4,0,34,38,0,0,Alpha,Inflict Injury,,,81,85,471,,,defender-wins,Attack,,
Beta,,0,99,31,2,68,42,28,0,10,38,0,0,Alpha,Grappled,,,82,85,471,,,defender-wins,Grapple,,
Beta,,0,83,28,1,55,42,,0,67,38,0,29,Alpha,Prone,,,83,85,471,,,repeat,Trip,,
Beta,3,0,29,32,0,0,42,,0,95,38,1,57,Alpha,Disarm,,2,84,85,468,3,92,attacker-wins,Disarm,fail-and-fall-back,Head
Beta,2,0,30,32,0,0,42,,11,99,39,1,60,Alpha,Equipment Damage,,2,85,85,455,2,3,attacker-wins,Equipment Damage,fail-and-fall-back,Legs
Alpha,,31,81,30,1,51,42,0,0,37,37,0,0,Beta,Inflict Injury,,,86,424,85,,,defender-wins,Attack,,
Alpha,,5,55,30,0,25,42,,0,81,37,1,44,Beta,Grappled,,,87,419,85,,,repeat,Grapple,,
Alpha,,15,65,30,1,35,42,,0,57,38,0,19,Beta,Prone,,,88,404,85,,,repeat,Trip,,
Alpha,,26,76,31,1,45,42,,18,89,38,1,51,Beta,Disarm,,,89,378,67,,,repeat,Disarm,,
Alpha,0,0,30,30,0,0,42,30,0,9,39,0,0,Beta,Equipment Damage,,,90,378,67,,,defender-wins,Equipment Damage,,
Beta,,0,79,32,1,47,42,,26,96,40,1,56,Alpha,Inflict Injury,,,91,67,352,,,repeat,Attack,,
Beta,18,0,15,33,0,0,42,,24,74,41,0,33,Alpha,Grappled,1,2,92,67,328,,51,attacker-wins,Grapple,pass,Arms
Beta,,0,32,29,0,3,42,,0,47,41,0,6,Alpha,Prone,,,93,67,328,,,repeat,Trip,,
Beta,,0,35,32,0,3,42,,8,61,41,0,20,Alpha,Disarm,,,94,67,320,,,repeat,Disarm,,
Beta,8,0,24,32,0,0,42,,15,65,41,0,24,Alpha,Equipment Damage,1,2,95,67,305,,42,attacker-wins,Equipment Damage,pass,Torso
Alpha,,1,51,31,0,20,42,21,0,18,39,0,0,Beta,Inflict Injury,,,96,304,67,,,defender-wins,Attack,,
Alpha,,0,44,30,0,14,42,,0,95,39,1,56,Beta,Grappled,,,97,304,67,,,repeat,Grapple,,
Alpha,0,0,31,31,0,0,42,,0,47,40,0,7,Beta,Prone,1,2,98,304,67,,13,attacker-wins,Trip,pass,Legs
Alpha,,25,100,32,2,68,42,,0,79,40,0,39,Beta,Disarm,,,99,279,67,,,repeat,Disarm,,
Alpha,16,0,14,30,0,0,42,,20,99,40,1,59,Beta,Equipment Damage,1,2,100,279,47,,41,attacker-wins,Equipment Damage,pass,Torso
Beta,32,0,1,33,0,0,42,,11,97,41,1,56,Alpha,Inflict Injury,,,101,47,236,32,,attacker-wins,Attack,,
Beta,,0,78,33,1,45,42,,10,60,42,0,18,Alpha,Grappled,,,102,47,226,,,repeat,Grapple,,
Beta,12,0,17,29,0,0,42,23,0,19,42,0,0,Alpha,Prone,,,103,47,226,,,defender-wins,Trip,,
Beta,,0,47,32,0,15,42,,0,59,42,0,17,Alpha,Disarm,,,104,47,226,,,repeat,Disarm,,
Beta,,0,49,32,0,17,42,0,0,42,42,0,0,Alpha,Equipment Damage,,,105,47,226,,,defender-wins,Equipment Damage,,
Alpha,,0,52,31,0,21,42,15,0,26,41,0,0,Beta,Inflict Injury,,,106,226,47,,,defender-wins,Attack,,
Alpha,0,0,30,30,0,0,42,19,0,22,41,0,0,Beta,Grappled,,,107,226,47,,,defender-wins,Grapple,,
Alpha,16,0,15,31,0,0,42,5,0,36,41,0,0,Beta,Prone,1,2,108,226,47,,51,attacker-wins,Trip,pass,Arms
Alpha,,0,54,34,0,20,42,24,0,17,41,0,0,Beta,Disarm,,,109,226,47,,,defender-wins,Disarm,,
Alpha,,0,75,30,1,45,42,29,0,12,41,0,0,Beta,Equipment Damage,,,110,226,47,,,defender-wins,Equipment Damage,,
Beta,6,0,27,33,0,0,42,,0,48,42,0,6,Alpha,Inflict Injury,,,111,47,220,6,,attacker-wins,Attack,,
Beta,24,0,10,34,0,0,42,,0,91,42,1,49,Alpha,Grappled,1,2,112,47,220,,1,attacker-wins,Grapple,pass,Legs
Beta,13,0,16,29,0,0,42,5,0,38,43,0,0,Alpha,Prone,1,2,113,47,220,,61,attacker-wins,Trip,pass,Arms
Beta,18,0,14,32,0,0,42,,11,88,43,1,45,Alpha,Disarm,,2,114,47,191,18,41,attacker-wins,Disarm,fail-and-fall-back,Torso
Beta,,0,45,32,0,13,42,30,0,14,44,0,0,Alpha,Equipment Damage,,,115,47,191,,,defender-wins,Equipment Damage,,
Alpha,,0,35,31,0,4,42,6,0,35,41,0,0,Beta,Inflict Injury,,,116,191,47,,,defender-wins,Attack,,
Alpha,10,0,20,30,0,0,42,13,0,28,41,0,0,Beta,Grappled,,,117,191,47,,,defender-wins,Grapple,,
Alpha,,0,41,31,0,10,42,39,0,2,41,0,0,Beta,Prone,,,118,191,47,,,defender-wins,Trip,,
Alpha,,0,97,34,1,63,42,,0,70,41,0,29,Beta,Disarm,,,119,191,47,,,repeat,Disarm,,
Alpha,,1,94,31,2,63,42,13,0,28,41,0,0,Beta,Equipment Damage,,,120,190,47,,,defender-wins,Equipment Damage,,
Beta,,0,76,33,1,43,42,24,0,20,44,0,0,Alpha,Inflict Injury,,,121,47,190,,,defender-wins,Attack,,
Beta,5,0,29,34,0,0,42,,11,91,44,1,47,Alpha,Grappled,1,2,122,47,179,,92,attacker-wins,Grapple,pass,Head
Beta,,0,74,29,1,45,42,,0,47,45,0,2,Alpha,Prone,,,123,47,179,,,repeat,Trip,,
Beta,24,0,8,32,0,0,42,,29,82,45,0,37,Alpha,Disarm,,2,124,47,126,24,80,attacker-wins,Disarm,fail-and-fall-back,Head
Beta,,0,91,32,1,59,42,,29,79,45,0,34,Alpha,Equipment Damage,,,125,47,97,,,repeat,Equipment Damage,,
Alpha,,32,82,31,1,51,42,,0,86,41,1,45,Beta,Inflict Injury,,,126,65,47,,,repeat,Attack,,
Alpha,,50,100,30,2,70,42,,16,89,42,1,47,Beta,Grappled,,,127,15,31,,,repeat,Grapple,,
Alpha,,39,89,31,1,58,42,0,0,43,43,0,0,Beta,Prone,,,128,-24,31,,,defender-wins,Trip,,
Beta,,0,29,25,0,4,43,7,0,18,25,0,0,Alpha,Inflict Injury,,,1,600,600,,,defender-wins,Attack,,
Beta,,0,82,25,2,57,43,,0,37,25,0,12,Alpha,Grappled,,,2,600,600,,,repeat,Grapple,,
Beta,,0,52,25,1,27,43,,0,93,25,2,68,Alpha,Prone,,,3,600,600,,,repeat,Trip,,
Beta,,0,93,25,2,68,43,,0,44,27,0,17,Alpha,Disarm,,,4,600,600,,,repeat,Disarm,,
Beta,,0,63,25,1,38,43,,0,94,27,2,67,Alpha,Equipment Damage,,,5,600,600,,,repeat,Equipment Damage,,
Alpha,,0,31,25,0,6,43,,10,70,25,1,45,Beta,Inflict Injury,,,6,600,590,,,repeat,Attack,,
Alpha,24,0,1,25,0,0,43,,26,76,26,1,50,Beta,Grappled,1,2,7,600,564,,10,attacker-wins,Grapple,pass,Legs
Alpha,5,0,20,25,0,0,43,,38,88,27,2,61,Beta,Prone,1,2,8,600,526,,2,attacker-wins,Trip,pass,Legs
Alpha,,0,82,25,2,57,43,,0,35,29,0,6,Beta,Disarm,,,9,600,526,,,repeat,Disarm,,
Alpha,,0,79,25,2,54,43,,4,69,29,1,40,Beta,Equipment Damage,,,10,600,522,,,repeat,Equipment Damage,,
Beta,,30,80,25,2,55,43,,0,43,29,0,14,Alpha,Inflict Injury,,,11,492,600,,,repeat,Attack,,
Beta,,0,48,27,0,21,43,,0,73,29,1,44,Alpha,Grappled,,,12,492,600,,,repeat,Grapple,,
Beta,13,0,13,26,0,0,43,,7,80,30,1,50,Alpha,Prone,1,2,13,492,593,,31,attacker-wins,Trip,pass,Torso
Beta,,0,67,27,1,40,43,,18,68,31,1,37,Alpha,Disarm,,,14,492,575,,,repeat,Disarm,,
Beta,,0,71,26,1,45,43,20,0,12,32,0,0,Alpha,Equipment Damage,,,15,492,575,,,defender-wins,Equipment Damage,,
Alpha,,0,71,25,1,46,43,,0,40,30,0,10,Beta,Inflict Injury,,,16,575,492,,,repeat,Attack,,
Alpha,,9,76,25,2,51,43,,30,91,30,2,61,Beta,Grappled,,,17,566,462,,,repeat,Grapple,,
Alpha,,0,39,25,0,14,43,,5,55,32,0,23,Beta,Prone,,,18,566,457,,,repeat,Trip,,
Alpha,,0,35,27,0,8,43,,21,71,32,1,39,Beta,Disarm,,,19,566,436,,,repeat,Disarm,,
Alpha,,0,55,27,1,28,43,,29,79,33,1,46,Beta,Equipment Damage,,,20,566,407,,,repeat,Equipment Damage,,
Beta,,17,67,27,1,40,43,5,0,27,32,0,0,Alpha,Inflict Injury,,,21,390,566,,,defender-wins,Attack,,
Beta,,38,88,27,2,61,43,,0,70,32,1,38,Alpha,Grappled,,,22,352,566,,,repeat,Grapple,,
Beta,,35,85,26,2,59,43,,23,97,33,1,64,Alpha,Prone,,,23,317,543,,,repeat,Trip,,
Beta,,24,74,28,1,46,43,17,0,17,34,0,0,Alpha,Disarm,,,24,293,543,,,defender-wins,Disarm,,
Beta,,29,79,27,1,52,43,,12,95,34,1,61,Alpha,Equipment Damage,,,25,264,531,,,repeat,Equipment Damage,,
Alpha,14,0,12,26,0,0,43,,47,97,34,1,63,Beta,Inflict Injury,,,26,531,203,14,,attacker-wins,Attack,,
Alpha,17,0,10,27,0,0,43,,22,72,35,1,37,Beta,Grappled,1,2,27,531,181,,1,attacker-wins,Grapple,pass,Legs
Alpha,,0,93,25,2,68,43,18,0,18,36,0,0,Beta,Prone,,,28,531,181,,,defender-wins,Trip,,
Alpha,,0,30,27,0,3,43,11,0,25,36,0,0,Beta,Disarm,,,29,531,181,,,defender-wins,Disarm,,
Alpha,,0,39,28,0,11,43,,0,44,36,0,8,Beta,Equipment Damage,,,30,531,181,,,repeat,Equipment Damage,,
Beta,,0,31,28,0,3,43,8,0,27,35,0,0,Alpha,Inflict Injury,,,31,181,531,,,defender-wins,Attack,,
Beta,20,0,9,29,0,0,43,,0,83,35,1,48,Alpha,Grappled,1,2,32,181,531,,90,attacker-wins,Grapple,pass,Head
Beta,,0,99,28,2,71,43,4,0,32,36,0,0,Alpha,Prone,,,33,181,531,,,defender-wins,Trip,,
Beta,12,0,17,29,0,0,43,21,0,15,36,0,0,Alpha,Disarm,,,34,181,531,,,defender-wins,Disarm,,
Beta,,0,91,28,2,63,43,34,0,2,36,0,0,Alpha,Equipment Damage,,,35,181,531,,,defender-wins,Equipment Damage,,
Alpha,,0,79,26,2,53,43,,0,71,36,0,35,Beta,Inflict Injury,,,36,531,181,,,repeat,Attack,,
Alpha,,0,50,27,0,23,43,3,0,33,36,0,0,Beta,Grappled,,,37,531,181,,,defender-wins,Grapple,,
Alpha,,0,100,27,2,73,43,,0,43,36,0,7,Beta,Prone,,,38,531,181,,,repeat,Trip,,
Alpha,,24,95,27,2,68,43,,0,87,36,1,51,Beta,Disarm,,,39,507,181,,,repeat,Disarm,,
Alpha,,0,31,28,0,3,43,,41,100,37,1,63,Beta,Equipment Damage,,,40,507,140,,,repeat,Equipment Damage,,
Beta,,29,79,28,1,51,43,,20,89,36,1,53,Alpha,Inflict Injury,,,41,111,487,,,repeat,Attack,,
Beta,,50,100,29,2,71,43,,21,71,37,0,34,Alpha,Grappled,,,42,61,466,,,repeat,Grapple,,
Beta,,0,42,30,0,12,43,0,0,37,37,0,0,Alpha,Prone,,,43,61,466,,,defender-wins,Trip,,
Beta,,29,87,29,1,58,43,,34,97,37,1,60,Alpha,Disarm,,,44,32,432,,,repeat,Disarm,,
Beta,,34,84,30,1,54,43,,0,42,38,0,4,Alpha,Equipment Damage,,,45,-2,432,,,repeat,Equipment Damage,,
Beta,,0,88,25,2,63,44,,0,63,25,1,38,Alpha,Inflict Injury,,,1,600,600,,,repeat,Attack,,
Beta,22,0,3,25,0,0,44,13,0,13,26,0,0,Alpha,Grappled,1,2,2,600,600,,30,attacker-wins,Grapple,pass,Torso
Beta,,0,96,25,2,71,44,15,0,11,26,0,0,Alpha,Prone,,,3,600,600,,,defender-wins,Trip,,
Beta,,0,93,25,2,68,44,15,0,11,26,0,0,Alpha,Disarm,,,4,600,600,,,defender-wins,Disarm,,
Beta,,11,72,25,1,47,44,,0,100,26,2,74,Alpha,Equipment Damage,,,5,589,600,,,repeat,Equipment Damage,,
Alpha,,0,33,25,0,8,44,,40,90,25,2,65,Beta,Inflict Injury,,,6,600,549,,,repeat,Attack,,
Alpha,,0,89,25,2,64,44,,0,45,27,0,18,Beta,Grappled,,,7,600,549,,,repeat,Grapple,,
Alpha,19,0,6,25,0,0,44,,3,58,27,1,31,Beta,Prone,1,2,8,600,546,,60,attacker-wins,Trip,pass,Arms
Alpha,20,0,5,25,0,0,44,,41,91,28,2,63,Beta,Disarm,,2,9,600,485,20,50,attacker-wins,Disarm,fail-and-fall-back,Torso
Alpha,,0,65,25,1,40,44,,0,36,30,0,6,Beta,Equipment Damage,,,10,600,485,,,repeat,Equipment Damage,,
Beta,,33,97,27,2,70,44,4,0,24,28,0,0,Alpha,Inflict Injury,,,11,452,600,,,defender-wins,Attack,,
Beta,,39,89,25,2,64,44,,0,81,28,1,53,Alpha,Grappled,,,12,413,600,,,repeat,Grapple,,
Beta,,0,35,27,0,8,44,13,0,16,29,0,0,Alpha,Prone,,,13,413,600,,,defender-wins,Trip,,
Beta,,0,55,27,1,28,44,,0,54,29,0,25,Alpha,Disarm,,,14,413,600,,,repeat,Disarm,,
Beta,,40,100,26,2,74,44,,0,70,29,1,41,Alpha,Equipment Damage,,,15,373,600,,,repeat,Equipment Damage,,
Alpha,6,0,19,25,0,0,44,,31,81,30,1,51,Beta,Inflict Injury,,,16,600,336,6,,attacker-wins,Attack,,
Alpha,,0,29,27,0,2,44,19,0,12,31,0,0,Beta,Grappled,,,17,600,336,,,defender-wins,Grapple,,
Alpha,,0,59,25,1,34,44,1,0,30,31,0,0,Beta,Prone,,,18,600,336,,,defender-wins,Trip,,
Alpha,,0,88,25,2,63,44,,0,76,31,1,45,Beta,Disarm,,,19,600,336,,,repeat,Disarm,,
Alpha,12,0,14,26,0,0,44,,0,54,32,0,22,Beta,Equipment Damage,1,2,20,600,336,,41,attacker-wins,Equipment Damage,pass,Torso
Beta,13,0,16,29,0,0,44,,0,36,30,0,6,Alpha,Inflict Injury,,,21,336,587,13,,attacker-wins,Attack,,
Beta,,0,89,27,2,62,44,,0,56,30,0,26,Alpha,Grappled,,,22,336,587,,,repeat,Grapple,,
Beta,,0,66,27,1,39,44,13,0,17,30,0,0,Alpha,Prone,,,23,336,587,,,defender-wins,Trip,,
Beta,,30,87,28,2,59,44,,0,71,30,1,41,Alpha,Disarm,,,24,306,587,,,repeat,Disarm,,
Beta,,24,74,28,1,46,44,13,0,18,31,0,0,Alpha,Equipment Damage,,,25,282,587,,,defender-wins,Equipment Damage,,
Alpha,,0,58,25,1,33,44,,0,39,32,0,7,Beta,Inflict Injury,,,26,587,282,,,repeat,Attack,,
Alpha,,0,53,27,0,26,44,24,0,8,32,0,0,Beta,Grappled,,,27,587,282,,,defender-wins,Grapple,,
Alpha,,0,77,26,1,51,44,,0,64,32,1,32,Beta,Prone,,,28,587,282,,,repeat,Trip,,
Alpha,,0,63,27,1,36,44,,3,92,33,1,59,Beta,Disarm,,,29,587,279,,,repeat,Disarm,,
Alpha,24,0,2,26,0,0,44,,0,47,34,0,13,Beta,Equipment Damage,,2,30,587,255,24,20,attacker-wins,Equipment Damage,fail-and-fall-back,Legs
Beta,,44,97,29,2,68,44,20,0,11,31,0,0,Alpha,Inflict Injury,,,31,211,587,,,defender-wins,Attack,,
Beta,17,0,12,29,0,0,44,,0,43,31,0,12,Alpha,Grappled,1,2,32,211,587,,21,attacker-wins,Grapple,pass,Legs
Beta,,0,43,28,0,15,44,20,0,11,31,0,0,Alpha,Prone,,,33,211,587,,,defender-wins,Trip,,
Beta,,3,98,30,2,68,44,,0,99,31,2,68,Alpha,Disarm,,,34,208,587,,,repeat,Disarm,,
Beta,,24,74,29,1,45,44,,0,77,33,1,44,Alpha,Equipment Damage,,,35,184,587,,,repeat,Equipment Damage,,
Alpha,,0,66,26,1,40,44,,3,53,34,0,19,Beta,Inflict Injury,,,36,587,181,,,repeat,Attack,,
Alpha,,11,69,27,1,42,44,25,0,9,34,0,0,Beta,Grappled,,,37,576,181,,,defender-wins,Grapple,,
Alpha,,0,30,27,0,3,44,29,0,5,34,0,0,Beta,Prone,,,38,576,181,,,defender-wins,Trip,,
Alpha,27,0,1,28,0,0,44,21,0,13,34,0,0,Beta,Disarm,,2,39,576,175,6,10,attacker-wins,Disarm,fail-and-fall-back,Legs
Alpha,,0,88,26,2,62,44,30,0,4,34,0,0,Beta,Equipment Damage,,,40,576,175,,,defender-wins,Equipment Damage,,
Beta,,0,67,31,1,36,44,,6,87,34,1,53,Alpha,Inflict Injury,,,41,175,570,,,repeat,Attack,,
Beta,,0,42,29,0,13,44,,14,64,35,0,29,Alpha,Grappled,,,42,175,556,,,repeat,Grapple,,
Beta,9,0,19,28,0,0,44,,14,64,35,0,29,Alpha,Prone,1,2,43,175,542,,91,attacker-wins,Trip,pass,Head
Beta,,0,90,32,1,58,44,,43,93,35,1,58,Alpha,Disarm,,,44,175,499,,,repeat,Disarm,,
Beta,,0,61,30,1,31,44,,12,62,36,0,26,Alpha,Equipment Damage,,,45,175,487,,,repeat,Equipment Damage,,
Alpha,,0,31,27,0,4,44,,0,68,34,1,34,Beta,Inflict Injury,,,46,487,175,,,repeat,Attack,,
Alpha,,0,47,28,0,19,44,,2,83,35,1,48,Beta,Grappled,,,47,487,173,,,repeat,Grapple,,
Alpha,,0,46,27,0,19,44,1,0,35,36,0,0,Beta,Prone,,,48,487,173,,,defender-wins,Trip,,
Alpha,3,0,25,28,0,0,44,25,0,11,36,0,0,Beta,Disarm,,,49,487,173,,,defender-wins,Disarm,,
Alpha,13,0,15,28,0,0,44,,0,72,36,1,36,Beta,Equipment Damage,1,2,50,487,173,,51,attacker-wins,Equipment Damage,pass,Arms
Beta,,0,41,32,0,9,44,27,0,9,36,0,0,Alpha,Inflict Injury,,,51,173,487,,,defender-wins,Attack,,
Beta,,0,69,29,1,40,44,,0,48,36,0,12,Alpha,Grappled,,,52,173,487,,,repeat,Grapple,,
Beta,,28,100,28,2,72,44,,0,81,36,1,45,Alpha,Prone,,,53,145,487,,,repeat,Trip,,
Beta,,45,95,33,1,62,44,,0,68,37,0,31,Alpha,Disarm,,,54,100,487,,,repeat,Disarm,,
Beta,,0,47,31,0,16,44,,0,95,37,1,58,Alpha,Equipment Damage,,,55,100,487,,,repeat,Equipment Damage,,
Alpha,,0,32,27,0,5,44,,35,88,37,1,51,Beta,Inflict Injury,,,56,487,65,,,repeat,Attack,,
Alpha,,3,77,28,1,49,44,,45,95,38,1,57,Beta,Grappled,,,57,484,20,,,repeat,Grapple,,
Alpha,,27,77,27,1,50,44,,1,51,39,0,12,Beta,Prone,,,58,457,19,,,repeat,Trip,,
Alpha,,13,63,28,1,35,44,,14,64,39,0,25,Beta,Disarm,,,59,444,5,,,repeat,Disarm,,
Alpha,,37,87,28,2,59,44,31,0,8,39,0,0,Beta,Equipment Damage,,,60,407,5,,,defender-wins,Equipment Damage,,
Beta,,0,37,32,0,5,44,21,0,17,38,0,0,Alpha,Inflict Injury,,,61,5,407,,,defender-wins,Attack,,
Beta,,0,97,30,2,67,44,,0,71,38,0,33,Alpha,Grappled,,,62,5,407,,,repeat,Grapple,,
Beta,,21,79,30,1,49,44,,0,59,38,0,21,Alpha,Prone,,,63,-16,407,,,repeat,Trip,,
Beta,,0,79,25,2,54,45,,0,51,25,1,26,Alpha,Inflict Injury,,,1,600,600,,,repeat,Attack,,
